name,手表款式,手表品牌,price,ww_price,商品编号,商品型号,机芯,机芯型号,表壳,尺寸,厚度,表冠,表底,表镜,表盘,表带,表带颜色,表扣,防水,功能,推出年份
欧米茄Omega-星座系列 123.50.24.60.58.001 女士石英表,94500,80300,6078 ,123.50.24.60.58.001 
欧米茄-星座系列 123.57.35.20.55.003 女士机械表,女士手表 ,欧米茄 ,151700,128900,5899 ,123.57.35.20.55.003 ,自动机械,欧米茄 2500,18K黄金镶钻,35毫米,-,普通,背透,蓝宝石水晶玻璃,珍珠贝母镶钻,橡胶,白色,双蝴蝶扣,100米,日历,-
欧米茄-海马系列 231.20.43.22.06.001 男士机械表,男士手表 ,欧米茄 ,104200,88570,9774 ,231.20.43.22.06.001 
欧米茄碟飞系列425.68.34.20.55.001机械女表,188900元,166000元,6457 ,425.68.34.20.55.001 
欧米茄-海马系列 231.20.30.20.55.002 女士机械表,女士手表 ,欧米茄 ,66100,56200,6846 ,231.20.30.20.55.002 ,自动上链机械机芯,欧米茄8520,精钢 黄金,30mm,-,旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶镜面,镶钻白色珍珠母贝,黄金 精钢,金色 银色,折叠扣,150 米,动力储存50小时 日期显示,-
欧米茄-海马系列 2908.50.38 男士机械表,男士手表 ,欧米茄 ,32400,28800,7660 ,2908.50.38 ,自动机械机芯,欧米茄 2500,精钢、可旋转表圈,45mm,10mm,普通,无背透,蓝宝石水晶玻璃,黑色,鳄鱼皮带,橙色,折叠扣,600米,排氦气阀门、日历、天文台认证、同轴擒纵,-
欧米茄-特别系列 513.93.39.21.99.001 男士机械表,男士手表 ,欧米茄 ,2279700,1938000,7952 ,513.93.39.21.99.001 ,自动上链机芯,欧米茄 2636备有同轴擒纵系统的自动上链机芯,铂金表壳,38.7mm,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶,蓝宝石,皮带,黑色,普通,30m,-,-

欧米茄omega-碟飞系列 4648.60.37（棕色表带） 男士机械表,手表 ,欧米茄 ,196900,167500,9511 ,4648.60.37(棕色表带) ,自动上链计时机芯,"omega 3612备有柱轮和同轴擒纵装置的自动上链计时机芯,确保稳定持久的精准计时。自由弹放摆轮系统,备有日期、小时、分钟、连续运作的小秒针和中央计时指针。动力储存:52 小时",红金表壳,41mm,15mm,普通,背透,"水晶表面,圆弧形抗磨损蓝宝石水晶镜面,內部经多层防反光处理",棕色,皮革,棕色,红金,100 米330 英尺,日期显示、计时功能、小秒针计盘、追针秒针、透明表背,-
欧米茄-海马系列 232.33.38.20.01.001 女士机械表,女士手表 ,欧米茄 ,44400,37740,7994 ,232.33.38.20.01.001 ,自动上链机芯,欧米茄8520 备有同轴擒纵装置的自动上链机芯,精钢表壳,37.5mm,-,自动锁紧旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,黑色,皮带,黑色,普通,600m,日历,-

欧米茄-海马系列 2365.75 红金钻石贝母机械女表 ,女士手表 ,欧米茄 ,91600,77900,9583 ,2365.75 ,自动上链机芯,Omega 2520 动力储存:42小时,18k红金-精钢双色表壳,29.2mm,11mm,普通,无背透,圆弧形防反光、抗磨损蓝宝石水晶镜面,银白,精钢 红金,金色 银色,折叠扣,150m,日历,2009年
欧米茄Omega-星座系列 123.25.35.20.58.001 男士机械表,男士手表 ,欧米茄 ,94500,80300,6072 ,123.25.35.20.58.001 ,自动机械机芯,欧米茄2500,"18Kt玫瑰金,精钢",35mm,8mm,普通,背透,蓝宝石水晶玻璃,香槟色 镶钻,间金链带,"金色,银色",折叠扣,100米,日期显示 天文台认证,-
欧米茄-碟飞系列 4374.11.00 男士机械表,男士手表 ,欧米茄 ,40800,34700,3219 ,4374.11.00 ,自动机械机芯,Omega 2500,18k黃金-精钢双色表壳,37mm,8.3mm,普通,无背透,防磨损蓝宝石水晶镜面,香槟色表盘,精钢-黄金双色表链,银色,一般,30米/100 英尺,日历,-
欧米茄-碟飞系列 425.65.34.20.55.004 女士机械表,女士手表 ,欧米茄 ,313100,266140,6451 ,425.65.34.20.55.004 
欧米茄Omega-超霸系列 3656.20.31 男士机械表,男士手表 ,欧米茄 ,150000,127500,6146 ,3656.20.31 ,机械表机芯,-,黄金,42mm,-,普通,-,蓝宝石水晶玻璃,"弧形防反光、抗磨损蓝宝石水晶镜面,瓷面",真皮,黑色,一般,100 米,日历等,-
欧米茄-海马系列 231.23.39.21.55.002 男士机械表,男士手表 ,欧米茄 ,58500,49700,6868 ,231.23.39.21.55.002 ,自动机械机芯,欧米茄8500,精钢,38.5mm,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶镜面,白色珍珠贝壳,真皮表带,白色,针扣,150,日历,-
欧米茄-海马系列 2103.50.00 男士机械表,男士手表 ,欧米茄 ,145000,123300,6306 ,2103.50.00 ,"同轴擒纵自动上链计时机芯,镀铹表面",Omega 2500,18k黄金,39.2mm,-,普通,背透,圆弧形抗磨损蓝宝石水晶镜面,"黑色表盘, 水晶表面",18k黄金,金色,折叠式,150 米,日历,-
欧米茄Omega-星座系列 123.13.35.20.55.001 女士自动机械表,39900,33900,5892 ,123.13.35.20.55.001 
欧米茄Omega-星座系列 123.25.27.60.53.001 女士石英表,女士手表 ,欧米茄 ,71900,61100,6039 ,123.25.27.60.53.001 ,石英精准机芯,欧米茄 1376,精钢-红金双色表壳,27mm,-,普通,无背透,蓝宝石水晶玻璃,蓝色镶有钻石,间金链带,"金色,银色",一般,100米,-,-
欧米茄-星座系列 123.25.38.21.58.001/123.25.31.20.58.001 情侣对表,情侣手表 ,欧米茄 ,194300,165200,6197 ,123.25.38.21.58.001/123.25.31.20.58.001 ,男:自动机械机芯/女:自动机械机芯,欧米茄8500/欧米茄8520,"18Kt黄金,精钢",38mm/31mm,-,普通,背透,蓝宝石水晶玻璃,镶钻香槟色,间金链带,"银色,金色",折叠扣,100米,日常走时、日历,-
欧米茄-碟飞系列 431.13.41.21.02.001 男士机械表,男士手表 ,欧米茄 ,46100,39200,5181 ,431.13.41.21.02.001 ,机械表,欧米茄8500,精钢表壳,41MM,12MM,普通,无背透,圆弧形双面防反光抗磨损蓝宝石水晶,银色,意大利小牛皮,黑色,一般,100米,日历显示/生活防水,-
欧米茄-海马系列 311.33.44.51.01.001 男士机械表,男士手表 ,欧米茄 ,63900,54380,7954 ,311.33.44.51.01.001 ,自动上链计时机芯,欧米茄9300配备纵轮计时装置和同轴擒纵系统装置的自动上链计时机芯,精钢表壳,44.25mm,-,普通,背透,"抗磨损蓝宝石水晶镜面,內部经防反光处理",黑色,皮带,黑色,普通,100m,日期显示 测速计测速计 小秒针计盘,-
欧米茄-碟飞系列 4877.60.37 女士机械表,女士手表 ,欧米茄 ,102900,87500,4919 ,4877.60.37 ,自动上链计时机芯,欧米茄 3313,精钢表壳,35mm,13mm,普通,背透,"水晶镜面,圆弧形防反光、抗磨损蓝宝石水晶镜面",棕色,鳄鱼皮皮革表帶,棕色,折叠扣,30 米 (100 英尺),日期、时、分钟和连续运作的小秒针以及中央计时指针,/
欧米茄-海马系列 2269.52 男士机械表,男士手表 ,欧米茄 ,50600,43020,8301 ,2269.52 ,自动机械,欧米茄 3602,钛金属,44毫米,16毫米,钛金属,无背透,蓝宝石水晶玻璃,黑色,钛金属,银色,折叠式,300米,日期显示 计时,-
欧米茄Omega-星座系列 123.20.24.60.55.004 女士石英表,女士手表 ,欧米茄 ,34600,29400,5906 ,123.20.24.60.55.004 ,石英精准机芯,欧米茄 1376,精钢镶钻,24mm,-,普通,-,蓝宝石水晶镜面,镶钻 白色珍珠母贝,18K黄金-精钢,"金色,银色",一般,100米,-,-
欧米茄-系列 232.58.38.20.01.001 女士机械表,女士手表 ,欧米茄 ,228400,194140,7984 ,232.58.38.20.01.001 
欧米茄-特别系列 522.23.44.50.03.001 男士机械表,男士手表 ,欧米茄 ,78100,66380,7943 ,522.23.44.50.03.001 ,自动上链计时机芯,欧米茄 3313备有柱轮和同轴擒纵装置的自动上链计时机芯,精钢-红金双色表壳,44mm,-,自动锁紧旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,藍色,皮带,黑色,普通,150m,三眼、日历,-
欧米茄Omega-星座系列 123.15.27.60.55.003 女士石英表,女士手表 ,欧米茄 ,44400,37700,5919 ,123.15.27.60.55.003 ,石英精准机芯,欧米茄 1376,精钢镶钻,27mm,-,普通,-,蓝宝石水晶镜面,"珍珠贝母,镶钻时标",精钢,银色,一般,100米,-,-
欧米茄-碟飞系列 4375.75.00 女士石英表,49200元,43300元,3350 ,4375.75.00 
欧米茄Omega-星座系列 123.18.35.20.56.001 女士石英表,女士手表 ,欧米茄 ,71000,60400,5924 ,123.18.35.20.56.001 ,石英精准机芯,欧米茄 2500,精钢,35mm,-,普通,背透,蓝宝石水晶镜面,蓝色镶有钻石,皮革,蓝色,一般,100米,-,-
欧米茄-碟飞系列 4574.50.00 男士机械表,男士手表 ,欧米茄 ,25300,21500,3225 ,4574.50.00 ,自动机械机芯,Omega 2500,精钢,37mm,7mm,普通,无背透,蓝宝石水晶玻璃,黑色,精钢表链,银色,折叠扣,30米/100 英尺,"日历,同轴擒纵",-
欧米茄-海马系列 231.10.39.21.02.001 男士机械表,男士手表 ,欧米茄 ,40800,34700,3334 ,231.10.39.21.02.001 ,自动机械机芯,欧米茄8500,精钢表壳,38.5mm,8mm,螺旋,背透,水晶镜面,Teck-乳白银色,精钢表链,银色,折叠扣,150米 /500 英尺,"日历,天文台认证,同轴擒纵",2008年
欧米茄-碟飞系列 431.63.41.22.13.001 男士机械表,男士手表 ,欧米茄 ,172100,146300,6585 ,431.63.41.22.13.001 ,自动机械机芯,Omega 8611,18Kt玫瑰金,41mm,-,普通,背透,蓝宝石水晶玻璃,灰黑色,鳄鱼皮表带,棕色,针扣,100m,日历,-
欧米茄-星座 1847.72.21 女士石英表,女士手表 ,欧米茄 ,53200,45200,9631 ,1847.72.21 ,自动机械机芯,1847.72.21,精钢,34*28mm,10mm,普通,无背透,蓝宝石水晶玻璃,白色,真皮表带,米黄色,针扣,30 米,小三针,-
欧米茄-特別系列 231.50.44.50.06.001 男士机械表,男士手表 ,欧米茄 ,318400,270600,6898 ,231.50.44.50.06.001 ,自动机械机芯,欧米茄 3313,红金,44mm,-,旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶镜面,灰色,红金,金色,折叠扣,150m,动力储存52小时 日期显示 计时功能,-

欧米茄-海马系列 231.50.30.20.06.002 女士机械表,女士手表 ,欧米茄 ,171200,145500,5348 ,231.50.30.20.06.002 ,自动上链机芯,欧米茄8521,精钢-黄金双色,30(单位mm),(单位mm),普通,-,圆弧形双面防反光抗磨损蓝宝石水晶镜面,灰色,精钢,黄金,折叠扣,150 (单位米),动力储存 日期显示,-
欧米茄-海马系列 231.28.34.20.55.002 女士机械表,女士手表 ,欧米茄 ,98900,87180,7767 ,231.28.34.20.55.002 ,自动机械机芯,欧米茄8520自动上链机芯,精钢-红金双色表壳,34mm,-,自动锁紧旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,皮带,白色,普通,150m,日历,-
欧米茄-星座系列 111.25.26.60.58.001 女士石英表,51400元,45230元,3327 ,111.25.26.60.58.001 
欧米茄-星座系列 123.55.24.60.55.015 女士石英表,女士手表 ,欧米茄 ,110400,93840,6034 ,123.55.24.60.55.015 ,石英精准机芯,欧米茄 1376,红金表壳镶钻,24.0 mm,-,普通,无背透,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",镶钻白色珍珠母贝,红金表链,金色,一般,100 米 (330 英尺),-,-
欧米茄-特別系列 522.10.44.50.03.001 男士机械表,男士手表 ,欧米茄 ,56800,48280,7655 ,522.10.44.50.03.001 ,自动上链机芯,-,精钢表壳,44mm,-,普通,-,圆弧形双面防反光抗磨损蓝宝石水晶镜面,蓝色,精钢,银色,普通,150m,"小秒针计盘,计时功能",-
欧米茄-星座系列 123.55.38.21.51.001/123.15.27.60.51.002 情侣对表,情侣手表 ,欧米茄 ,360200,306200,6125 ,123.55.38.21.51.001/123.15.27.60.51.002 ,自动机械/石英精准机芯,男:欧米茄 8501/女:欧米茄 1376,精钢,38mm/27mm,-,普通,背透/无背透,蓝宝石水晶镜面,"镶钻黑色/托爪珍珠贝母,镶钻时标",精钢,银色,折叠扣,100米,日常走时/日历,-
欧米茄-星座系列 1283.79.00 女士石英表,女士手表 ,欧米茄 ,57700,49000,6671 ,1283.79.00 ,石英精准机芯,欧米茄 1376,精钢-红金双色表壳,25.3 x 19.3 毫米,6 毫米,普通,无背透,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",镶石白色珍珠母贝,黃金 精钢表带,金银相间,一般,30 米,-,-
欧米茄-海马系列 231.50.30.20.06.001 女士机械表,女士手表 ,欧米茄 ,163400,138900,5347 ,231.50.30.20.06.001 ,自动上链机芯,欧米茄8520 备有同轴擒纵装置的自动上链机芯,精钢-红金双色,30(单位mm),(单位mm),普通,-,圆弧形双面防反光抗磨损蓝宝石水晶镜面,灰色,精钢,金色,折叠扣,150(单位米),动力储存 日期显示 计时功能,-
欧米茄-海马系列 231.53.39.21.06.002 男士机械表,男士手表 ,欧米茄 ,130800,111200,6911 ,231.53.39.21.06.002 ,同轴自动上链机械机芯,欧米茄8501,黄金,38.5mm,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶镜面,灰色,鳄鱼皮表带,棕色,针扣,150m,日历,-
欧米茄-奥运特别系列 321.58.44.52.51.001 机械女表,女士手表 ,欧米茄 ,398900,339070,6283 ,321.58.44.52.51.001 ,321.58.44.52.51.001,欧米茄3888,白金表壳,44.25mm,中,普通,背透/无背透,蓝宝石水晶玻璃,黑色,鳄鱼皮带,黑色,一般,100m,计时功能 日期显示 注明编号,-
欧米茄Omega-星座系列 123.25.27.20.58.001 女士机械表,女士手表 ,欧米茄 ,75400,64100,6033 ,123.25.27.20.58.001 ,自动机械机芯,欧米茄8520,精钢-黃金双色表壳,27mm,-,普通,背透,蓝宝石水晶玻璃,镶钻香槟色,间金链带,"金色,银色",一般,100米,-,-
欧米茄Omega-星座系列 123.20.24.60.08.001 女士石英表,女士手表 ,欧米茄 ,28800,24500,5938 ,123.20.24.60.08.001 ,石英精准机芯,欧米茄 1376,精钢-黃金双色表壳,24mm,-,普通,-,蓝宝石水晶玻璃,香槟色 镶钻,间金链带,"金色,银色",一般,100米,-,2009年
欧米茄-星座系列 123.10.27.60.05.001 石英女表,女士手表 ,欧米茄 ,21300,18100,5836 ,123.10.27.60.05.001 ,石英机芯,-,精钢,27mm,9mm,普通,无背透,蓝宝石水晶玻璃,银色,精钢,银色,折叠扣,100m,-,-
欧米茄-碟飞系列 431.60.41.22.02.001 男士机械表,男士手表 ,欧米茄 ,276800,235300,6574 ,431.60.41.22.02.001 ,自动机械机芯,欧米茄 8611,红金,41mm,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶,银白色,红金,金色,折叠扣,100m,日历,-
欧米茄-海马系列 232.32.46.21.01.001 男士机械表,男士手表 ,欧米茄 ,43500,36980,8012 ,232.32.46.21.01.001 ,自动上链机芯,欧米茄8500 备有同轴擒纵装置的自动上链机芯,精钢表壳,45.5mm,-,自动锁紧旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,黑色,橡胶,橙色,普通,600m,日期显示,-

欧米茄-星座系列 1841.73.31 女士石英表,女士手表 ,欧米茄 ,28000,23800,9630 ,1841.73.31 ,石英机芯,Omega 5200石英精准机芯,精钢,34 x 28mm,10mm,普通,无背透,蓝宝石水晶玻璃,白色,皮革,红色,折叠式,30m,三针,-
欧米茄-特别系列 232.90.46.21.03.001 男士机械表,男士手表 ,欧米茄 ,63900,54320,7971 ,232.90.46.21.03.001 ,自动上链机芯,"欧米茄8500 备有同轴擒纵装置的自动上链机芯,确保稳定持久的精准计时",钛金属表壳,45.5mm,-,自动锁紧旋入式表冠,背透,圆弧形双面防反光抗磨损蓝宝石水晶,藍色,钛金属,银色,折叠扣,600m,日历,2011年
欧米茄-海马系列 231.10.34.20.04.001 女士机械表,39900,33900,6764 ,231.10.34.20.04.001 
欧米茄-星座系列 1198.75.00 女士石英表,女士手表 ,欧米茄 ,124200,105600,3343 ,1198.75.00 ,石英表机芯,欧米茄 2520,红金表壳,28mm,8mm,普通,无背透,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",镶钻白色珍珠母贝,红金表链,金色,折叠保险扣,30 米 /100 英尺,动力储存:42小时,2009年
欧米茄-星座系列 123.55.35.20.58.001 18K黄金镶钻  男士机械表,210700,179100,5536 ,123.55.35.20.58.001 

欧米茄-星座系列 121.17.35.50.05.001 女士机械表,女士手表 ,欧米茄 ,130400,110800,4888 ,121.17.35.50.05.001 ,自动机械机芯,欧米茄 3313,精钢镶钻,35 毫米,-,普通,无背透,"水晶镜面,圆弧形防反光、抗磨损蓝宝石水晶镜面",白色珍珠母贝,橡胶,白色,一般,100 米 (330 英尺),日历,-
欧米茄-超霸系列 324.18.38.40.05.001 女士机械表,女士手表 ,欧米茄 ,77200,65620,7625 ,324.18.38.40.05.001 ,自动机械机芯,欧米茄3304 自动上链计时表,精钢,38mm,-,普通,-,抗磨损蓝宝石水晶镜面,白色珍珠母贝,真皮,白色,普通,100m,动力储存48小时 计时功能 日期显示,-
欧米茄-碟飞系列 413.25.37.20.58.001 男士机械表,男士手表 ,欧米茄 ,98000,83300,6353 ,413.25.37.20.58.001 ,同轴擒纵自动上链计时机芯,欧米茄 2500,精钢-黃金,36.5mm,中,普通,无背透,蓝宝石水晶玻璃,金色,间金,金色 银色,折叠扣,30m,-,-
欧米茄-碟飞系列 431.63.41.21.13.001 男士机械表,男士手表 ,欧米茄 ,140200,119200,6581 ,431.63.41.21.13.001 ,自动机械机芯,欧米茄8501,红金,41mm,-,普通,背透,蓝宝石水晶玻璃,棕色,鳄鱼皮表带,棕色,针扣,100m,日历,-
欧米茄-海马系列 2812.54.82 男士机械表,男士手表 ,欧米茄 ,50600,43080,7941 ,2812.54.82 ,自动上链计时机芯,Scroll upScroll down机芯 欧米茄 3313,精钢表壳,42.2mm,-,自动锁紧旋入式表冠,-,圆弧形双面防反光抗磨损蓝宝石水晶,黑色,织布,黑色,普通,150m,三眼、日历,-
欧米茄-星座系列 123.55.38.21.58.001 男士机械表,281200,239000,5904 ,123.55.38.21.58.001 
欧米茄Omega-星座系列 123.25.27.60.53.001 女士石英表,女士手表 ,欧米茄 ,71900,61100,6039 ,123.25.27.60.53.001 ,石英精准机芯,欧米茄 1376,精钢-红金双色表壳,27mm,-,普通,无背透,蓝宝石水晶玻璃,蓝色镶有钻石,间金链带,"金色,银色",一般,100米,-,-
欧米茄-星座系列 123.55.24.60.63.002 女士石英表,女士手表 ,欧米茄 ,109600,93160,6027 ,123.55.24.60.63.002 ,石英精准机芯,欧米茄 1376,红金表壳镶钻,24.0 mm,-,普通,-,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",棕色镶钻,红金表链,金色,一般,100 米 (330 英尺),-,-
欧米茄-碟飞系列 4570.71.00 女士石英表,16900元,14870元,3223 ,4570.71.00 
欧米茄-星座系列 123.10.24.60.55.002 女士石英表,24400,20700,5834 ,123.10.24.60.55.002 
欧米茄Omega-星座系列 123.18.35.20.55.001 女士石英表,75400元,66350元,5923 ,123.18.35.20.55.001 
欧米茄-星座系列 123.57.35.20.55.001 女士机械表,女士手表 ,欧米茄 ,151700,128900,5901 ,123.57.35.20.55.001 ,自动机械,欧米茄 2500,18K玫瑰金镶钻,35 毫米,-,普通,背透,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",镶钻白色珍珠母贝,橡胶,白色,一般,100 米 (330 英尺),日历,-
欧米茄-星座系列 123.55.27.60.55.003 女士石英表,女士手表 ,欧米茄 ,133900,113820,6020 ,123.55.27.60.55.003 ,石英精准机芯,欧米茄 1376 石英精准机芯,黄金表壳镶钻,27.0 mm,-,普通,-,蓝宝石水晶玻璃,镶钻白色珍珠母贝,黃金表链,金色和银色,一般,100 米 (330 英尺),-,-
欧米茄-碟飞系列 431.63.41.21.13.001 男士机械表,男士手表 ,欧米茄 ,140200,119200,6581 ,431.63.41.21.13.001 ,自动机械机芯,欧米茄8501,红金,41mm,-,普通,背透,蓝宝石水晶玻璃,棕色,鳄鱼皮表带,棕色,针扣,100m,日历,-
欧米茄-超霸系列 323.21.40.44.02.001 男士机械表,男士手表 ,欧米茄 ,52300,44500,8014 ,323.21.40.44.02.001 ,自动机械表芯,欧米茄 3606,精钢,40毫米,-,旋入式,无背透,蓝宝石水晶玻璃,银色,精钢,银色,折叠扣,100米,时间显示,-
欧米茄-海马系列 231.50.30.20.55.002 女士机械表,女士手表 ,欧米茄 ,181000,153850,6881 ,231.50.30.20.55.002 ,自动机械机芯,欧米茄8521,黄金表壳,30mm,-,旋入式表冠,背透,蓝宝石水晶玻璃,镶钻白色珍珠母贝,黄金,金色,折叠扣,150米,日历,-
欧米茄-碟飞系列 4617.31.02 男士机械表,55000元,48400元,3354 ,4617.31.02 
欧米茄Omega-星座系列 123.15.27.60.51.001 女士石英表,女士手表 ,欧米茄 ,43500,37000,5910 ,123.15.27.60.51.001 ,石英精准机芯,-,精钢,27mm,6mm,普通,-,蓝宝石水晶镜面,黑色 镶钻,精钢,银色,一般,100米,-,2009年
欧米茄-碟飞系列 4370.12.00 女士石英表,27100元,23850元,3215 ,4370.12.00 
欧米茄-海马系列 231.53.44.50.01.001 男士机械表,198400,168600,5349 ,231.53.44.50.01.001 
欧米茄-星座系列华贵版 123.55.24.60.55.014 女士石英表,女士手表 ,欧米茄 ,252800,214880,5339 ,123.55.24.60.55.014 ,石英机芯,-,金表壳,24mm,-,普通,-,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,白金,银色,折叠扣,100米,-,-

欧米茄Omega-星座系列 123.20.38.21.08.001 男士机械表,"
                        男士手表                         ","
                        欧米茄                         ",63900,54320,5975 ,"
                        123.20.38.21.08.001                         ",自动机械机芯,"Omega 8500 备有同轴擒纵装置的自动上链机芯,确保稳定持久的精准计时。无卡度游丝摆轮,双滚筒,",18K黄金-精钢,38mm,8mm,普通,背透,蓝宝石水晶玻璃,"香槟色,圆弧形抗磨损蓝宝石水晶镜面",间金链带,"金色,银色",蝴蝶双按扣,100米,日历、透明表背、获瑞士官方天文台认证,2009年
欧米茄-超霸系列 3212.80.00 男士机械表,男士手表 ,欧米茄 ,25700,22800,7689 ,3212.80.00 ,自动机械机芯,-,精钢,40mm,8mm,普通,-,蓝宝石水晶玻璃,蓝色,钢链带,银色,折叠扣,100m,测速、计时码表、日历、天文台认证,-
欧米茄-星座系列 123.55.31.20.55.009  女士机械表,女士手表 ,欧米茄 ,563300,478800,5951 ,123.55.31.20.55.009 ,自动机械机芯,欧米茄8421,白金表壳镶钻,31 毫米,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,白金表链,银色,一般,100 米 (330 英尺),-,-
欧米茄Omega-超霸系列 3815.76.31 女士机械表,87000元,74000元,6281 ,3815.76.31 

欧米茄Omega-碟飞系列 431.30.41.22.06.001 男士机械表 ,84300,71700,6292 ,431.30.41.22.06.001 
欧米茄Omega-星座系列 123.20.35.20.02.001 男士机械表,50100,42600,5960 ,123.20.35.20.02.001 
欧米茄-碟飞系列 431.10.41.22.02.001 男士机械表,男士手表 ,欧米茄 ,77200,65600,6526 ,431.10.41.22.02.001 ,自动机械机芯,欧米茄8500,精钢,41mm,-,普通,背透,蓝宝石水晶玻璃,白色,精钢,银色,折叠扣,100m,日历,-
欧米茄-海马系列 231.15.39.21.51.001 女士机械表,女士手表 ,欧米茄 ,100200,85200,6828 ,231.15.39.21.51.001 ,自动机械机芯,欧米茄8500,精钢,38.5mm,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶镜面,黑色,精钢,银色,折叠扣,150m,动力储存 60小时 日期显示,-
欧米茄Omega-星座系列 123.15.27.60.52.001 女士石英表,女士手表 ,欧米茄 ,42600,36200,5914 ,123.15.27.60.52.001 ,石英精准机芯,欧米茄 1376,精钢,27mm,-,普通,-,蓝宝石水晶镜面,镶钻银色,精钢,银色,一般,100米,-,-
欧米茄-碟飞系列 431.33.41.22.02.001 男士机械表,男士手表 ,欧米茄 ,78900,67100,6545 ,431.33.41.22.02.001 ,自动,欧米茄8500,精钢,4,-,普通,背透,蓝宝石水晶玻璃,白色,真皮表带,黑色,针扣,100m,日历,-
欧米茄-星座系列 123.55.27.60.52.001 女士石英表,女士手表 ,欧米茄 ,128600,109300,6022 ,123.55.27.60.52.001 ,石英精准机芯,欧米茄 1376,红金表壳镶钻,27.0 毫米,-,普通,-,"圆弧形抗磨损蓝宝石水晶镜面,內部经防反光处理",镶钻银色,红金表链,金色,一般,100 米 (330 英尺),-,-

欧米茄Omega-星座系列 123.55.27.60.55.010 女士石英表,女士手表 ,欧米茄 ,900400,765300,6013 ,123.55.27.60.55.010 ,石英精准机芯,欧米茄 1376,白金表壳镶钻,27.0 毫米,-,普通,-,圆弧形双面防反光抗磨损蓝宝石水晶,镶钻白色珍珠母贝,白金表链,银色,一般,100 米 (330 英尺),-,-
欧米茄-超霸系列 3601.20.02 男士机械表,男士手表 ,欧米茄 ,53500,45500,8787 ,3601.20.02 ,自动机械机芯,-,18K黄金表壳,36mm,9mm,普通,无背透,蓝宝石水晶玻璃,白色,真皮表带,棕色,针扣,-,日历,-

欧米茄-星座系列 123.55.38.20.99.001  男士机械表,男士手表 ,欧米茄 ,458600,389800,5918 ,123.55.38.20.99.001 ,自动机械,欧米茄 8401,白金表壳镶钻,38mm,-,普通,背透,圆弧形双面防反光抗磨损蓝宝石水晶,白金镶钻,白金表链,银色,一般,100 米 (330 英尺),-,-
欧米茄Omega-星座系列 1514.20 男士自动机械表,男士手表 ,欧米茄 ,53800,45730,8368 ,1514.20 ,自动机械表芯,欧米茄 3313,精钢,41mm,14mm,旋入式,背透,蓝宝石水晶玻璃,银色,精钢,银色,折叠扣,100米,日期显示 计时,-
欧米茄Omega-海马系列 2173.70 女士机械表,女士手表 ,欧米茄 ,114900,97670,6276 ,2173.70 ,全自动机械表,Omega 2520,黄金,29.2mm,10mm,普通,背透,蓝宝石水晶玻璃,白色,黄金,黄色,一般,150米,日历,-
欧米茄-碟飞系列 5945.30.31 男士机械表,男士手表 ,欧米茄 ,2226500,1959800,7753 ,5945.30.31 ,自动机械机芯,-,铂金,38mm,-,普通,-,蓝宝石水晶玻璃,银色,鳄鱼皮带,黑色,折叠扣,30m,陀飞轮,-
欧米茄手表-星座系列 1284.79.00 女士石英表,57700元,50780元,4711 ,1284.79.00 
欧米茄-碟飞系列 413.25.27.60.58.001 女士石英表,女士手表 ,欧米茄 ,58100,49400,6352 ,413.25.27.60.58.001 ,石英机芯,欧米茄 1376,精钢,27mm,中,普通,无背透,蓝宝石水晶玻璃,金色,间金,金色 银色,折叠扣,30m,-,-
欧米茄-星座系列 彩虹女神系列桶形石英女表 1584.79,女士手表 ,欧米茄 ,29800,25300,5044 ,1584.79 ,-,"欧米茄 1376 石英精准机芯,镀铹表面",精钢,25.3 x 19.3mm,7mm,普通,无背透,圆弧形抗磨损蓝宝石水晶镜面,镶石白色珍珠母贝,精钢,银色,精钢,30米,动力储存 32个月,-
欧米茄-星座系列 1277.75 石英系列女表,女士手表 ,欧米茄 ,48800,41500,9597 ,1277.75 ,石英机芯,-,精钢,25mm,8mm,普通,无背透,蓝宝石水晶玻璃,白色,间金,金色 银色,折叠扣,100 米,-,-
欧米茄-星座系列 123.10.24.60.55.001 女士石英表,24400,20700,5833 ,123.10.24.60.55.001 
